Member ID,Restaurant ID,Restaurant Latitude,Restaurant Longitude,Restaurant Name
6303,224801,36.3625626,127.34982820000002,파스타부오노
6303,188235,36.3518803,127.37572990000001,모모가든
6303,37724,36.3614446,127.35030330000001,닭섬
6303,186044,36.3519295,127.3890243,빨봉분식
6303,36665,36.34291508,127.38813912,풍전삼계탕
17805,192069,36.37356526,127.31888411,항아리보쌈
17805,277980,36.35124336,127.37642948,라드커피앤펍
17805,36784,36.3541335,127.37547350000001,로보쿡
17805,193432,36.362897,127.3503088,새빨간죠스찜닭
17805,186044,36.3519295,127.3890243,빨봉분식
18385,36784,36.3541335,127.37547350000001,로보쿡
18385,191511,36.3864605,127.31740590000001,피자알볼로
18385,272651,36.39937731,127.40276855,백프로스시베이
18385,37782,36.36232376,127.3500061,멜로우멜로디
18385,150631,36.3168448,127.3923232,정식당
27272,37724,36.3614446,127.35030330000001,닭섬
27272,36665,36.34291508,127.38813912,풍전삼계탕
27272,37062,36.347370399999996,127.3954946,5∙5닭갈비
27272,37331,36.32260895,127.37142944,치르치르
27272,188235,36.3518803,127.37572990000001,모모가든
27285,224801,36.3625626,127.34982820000002,파스타부오노
27285,37782,36.36232376,127.3500061,멜로우멜로디
27285,37062,36.347370399999996,127.3954946,5∙5닭갈비
27285,36665,36.34291508,127.38813912,풍전삼계탕
27285,37331,36.32260895,127.37142944,치르치르
27565,186044,36.3519295,127.3890243,빨봉분식
27565,277980,36.35124336,127.37642948,라드커피앤펍
27565,186001,36.35133362,127.42534637,스바라시라멘
27565,224804,36.3280513,127.4282396,니뽕내뽕
27565,17249,36.42454910000001,127.39090729,아삼육회
47958,277980,36.35124336,127.37642948,라드커피앤펍
47958,186044,36.3519295,127.3890243,빨봉분식
47958,186001,36.35133362,127.42534637,스바라시라멘
47958,192069,36.37356526,127.31888411,항아리보쌈
47958,225334,36.3580318,127.3511759,태평소국밥
71232,16903,36.4461706,127.38382050000001,할머니묵집
71232,36915,36.350287,127.38725600000001,파더스스테이크
71232,192362,36.36320886,127.35714872,어은스시
71232,188235,36.3518803,127.37572990000001,모모가든
71232,37475,36.39869,127.40366189999999,광세족발
218199,277980,36.35124336,127.37642948,라드커피앤펍
218199,186044,36.3519295,127.3890243,빨봉분식
218199,186001,36.35133362,127.42534637,스바라시라멘
218199,192069,36.37356526,127.31888411,항아리보쌈
218199,225334,36.3580318,127.3511759,태평소국밥
222444,36784,36.3541335,127.37547350000001,로보쿡
222444,191511,36.3864605,127.31740590000001,피자알볼로
222444,272651,36.39937731,127.40276855,백프로스시베이
222444,37782,36.36232376,127.3500061,멜로우멜로디
222444,150631,36.3168448,127.3923232,정식당
242195,192069,36.37356526,127.31888411,항아리보쌈
242195,277980,36.35124336,127.37642948,라드커피앤펍
242195,36784,36.3541335,127.37547350000001,로보쿡
242195,193432,36.362897,127.3503088,새빨간죠스찜닭
242195,186044,36.3519295,127.3890243,빨봉분식
303451,224801,36.3625626,127.34982820000002,파스타부오노
303451,188235,36.3518803,127.37572990000001,모모가든
303451,37724,36.3614446,127.35030330000001,닭섬
303451,186044,36.3519295,127.3890243,빨봉분식
303451,36665,36.34291508,127.38813912,풍전삼계탕
392778,193432,36.362897,127.3503088,새빨간죠스찜닭
392778,224801,36.3625626,127.34982820000002,파스타부오노
392778,17249,36.42454910000001,127.39090729,아삼육회
392778,37475,36.39869,127.40366189999999,광세족발
392778,272651,36.39937731,127.40276855,백프로스시베이
423121,193432,36.362897,127.3503088,새빨간죠스찜닭
423121,224801,36.3625626,127.34982820000002,파스타부오노
423121,17249,36.42454910000001,127.39090729,아삼육회
423121,37475,36.39869,127.40366189999999,광세족발
423121,272651,36.39937731,127.40276855,백프로스시베이
450180,192069,36.37356526,127.31888411,항아리보쌈
450180,277980,36.35124336,127.37642948,라드커피앤펍
450180,36784,36.3541335,127.37547350000001,로보쿡
450180,193432,36.362897,127.3503088,새빨간죠스찜닭
450180,186044,36.3519295,127.3890243,빨봉분식
457236,193432,36.362897,127.3503088,새빨간죠스찜닭
457236,224801,36.3625626,127.34982820000002,파스타부오노
457236,17249,36.42454910000001,127.39090729,아삼육회
457236,37475,36.39869,127.40366189999999,광세족발
457236,272651,36.39937731,127.40276855,백프로스시베이
468256,224801,36.3625626,127.34982820000002,파스타부오노
468256,37782,36.36232376,127.3500061,멜로우멜로디
