Member ID,Restaurant ID,Restaurant Latitude,Restaurant Longitude,Restaurant Name
7872,37497,36.3616477,127.35050430000001,봉대박스파게티
7872,237061,36.3471387,127.3395798,궁중칼국수
7872,285150,36.364580100000005,127.3412996,커피인터뷰
7872,36915,36.350287,127.38725600000001,파더스스테이크
7872,37062,36.347370399999996,127.3954946,5∙5닭갈비
14498,37497,36.3616477,127.35050430000001,봉대박스파게티
14498,237061,36.3471387,127.3395798,궁중칼국수
14498,285150,36.364580100000005,127.3412996,커피인터뷰
14498,36915,36.350287,127.38725600000001,파더스스테이크
14498,37062,36.347370399999996,127.3954946,5∙5닭갈비
21685,37546,36.38923645,127.31528473,후루룩손칼국수
21685,37393,36.36048889,127.34056854,이비가짬뽕
21685,36614,36.36576343,127.37631667,병규돈가스
21685,237061,36.3471387,127.3395798,궁중칼국수
21685,16891,36.390173100000005,127.3502037,숯골원냉면
37620,189576,36.362987,127.35703459999999,콜마르브레드
37620,16867,36.3683794,127.38105829999999,천년의정원
37620,285150,36.364580100000005,127.3412996,커피인터뷰
37620,37546,36.38923645,127.31528473,후루룩손칼국수
37620,188235,36.3518803,127.37572990000001,모모가든
47540,285150,36.364580100000005,127.3412996,커피인터뷰
47540,36614,36.36576343,127.37631667,병규돈가스
47540,188235,36.3518803,127.37572990000001,모모가든
47540,257244,36.3618428,127.35030479999999,불란서삼겹살
47540,272219,36.38037235,127.32504145,이태리식탁
47750,36784,36.3541335,127.37547350000001,로보쿡
47750,35606,36.3592648,127.4265946,오문창순대국밥
47750,241412,36.328131400000004,127.3989486,괸돌해물찜
47750,36915,36.350287,127.38725600000001,파더스스테이크
47750,37546,36.38923645,127.31528473,후루룩손칼국수
54264,189576,36.362987,127.35703459999999,콜마르브레드
54264,16867,36.3683794,127.38105829999999,천년의정원
54264,285150,36.364580100000005,127.3412996,커피인터뷰
54264,37546,36.38923645,127.31528473,후루룩손칼국수
54264,188235,36.3518803,127.37572990000001,모모가든
54793,16912,36.3276777,127.42730859999999,성심당
54793,252056,36.3526428,127.3465321,부연부
54793,37546,36.38923645,127.31528473,후루룩손칼국수
54793,203490,36.3537674,127.37825775,김현정떡볶기
54793,35606,36.3592648,127.4265946,오문창순대국밥
58179,37497,36.3616477,127.35050430000001,봉대박스파게티
58179,237061,36.3471387,127.3395798,궁중칼국수
58179,285150,36.364580100000005,127.3412996,커피인터뷰
58179,36915,36.350287,127.38725600000001,파더스스테이크
58179,37062,36.347370399999996,127.3954946,5∙5닭갈비
96504,16912,36.3276777,127.42730859999999,성심당
96504,252056,36.3526428,127.3465321,부연부
96504,37546,36.38923645,127.31528473,후루룩손칼국수
96504,203490,36.3537674,127.37825775,김현정떡볶기
96504,35606,36.3592648,127.4265946,오문창순대국밥
147256,285150,36.364580100000005,127.3412996,커피인터뷰
147256,36614,36.36576343,127.37631667,병규돈가스
147256,188235,36.3518803,127.37572990000001,모모가든
147256,257244,36.3618428,127.35030479999999,불란서삼겹살
147256,272219,36.38037235,127.32504145,이태리식탁
162501,189576,36.362987,127.35703459999999,콜마르브레드
162501,16867,36.3683794,127.38105829999999,천년의정원
162501,285150,36.364580100000005,127.3412996,커피인터뷰
162501,37546,36.38923645,127.31528473,후루룩손칼국수
162501,188235,36.3518803,127.37572990000001,모모가든
187278,37546,36.38923645,127.31528473,후루룩손칼국수
187278,37393,36.36048889,127.34056854,이비가짬뽕
187278,36614,36.36576343,127.37631667,병규돈가스
187278,237061,36.3471387,127.3395798,궁중칼국수
187278,16891,36.390173100000005,127.3502037,숯골원냉면
198118,285150,36.364580100000005,127.3412996,커피인터뷰
198118,36614,36.36576343,127.37631667,병규돈가스
198118,188235,36.3518803,127.37572990000001,모모가든
198118,257244,36.3618428,127.35030479999999,불란서삼겹살
198118,272219,36.38037235,127.32504145,이태리식탁
322577,16889,36.4150305,127.38227409999999,솔밭묵집
322577,203490,36.3537674,127.37825775,김현정떡볶기
322577,215936,36.29718399,127.33834076,병규스토리
322577,188670,36.3537403,127.3772697,설해돈
322577,37534,36.3517723,127.3303889,착한낙지
366432,16889,36.4150305,127.38227409999999,솔밭묵집
366432,203490,36.3537674,127.37825775,김현정떡볶기
366432,215936,36.29718399,127.33834076,병규스토리
366432,188670,36.3537403,127.3772697,설해돈
366432,37534,36.3517723,127.3303889,착한낙지
384561,36784,36.3541335,127.37547350000001,로보쿡
