store_location	store_name	store_rating	user_id	user_rate	user_review	user_time
대전시 유성구 계산동 352-1	수통골능이버섯백숙		김경훈	괜찮다	닭, 오리능이버섯백숙을 맛볼수 있는곳~ 개인적으론 닭보단 오리 추천~	2014-09-04 16:55:12
대전시 유성구 계산동 711-7	화심순두부전문점		성지호	맛있다	원래 정부청사역 쪽에 있었는데 어느새 이사를 기버렸네요 ㅠㅠ$e$화심순두부 8000원, 메생이 순두부 8000원.$e$주문을 하면 그냥 간장을 놔서 먹는 흰 순두부 한그릇을 서비스로 주시고 반찬은 자유롭게 떠 먹으면 돼요. 멸치 꽈리볶음, 깍두기, 김치, 잡채 등 밑반찬이 다양하게 다오는데 특히 잡채에는 목이버섯과 야채가 들어있어서 오~ 하면서 먹었다가 당면이 좀 딱딱해서 살짝 실망했어요. 순두부찌개를 먹을때에는 김가루를 뿌려 먹으라고 주시는게 좀 신기했어요. 김가루를 올리니 더 맛있긴 하더라구요. 메생이 순두부는 안에 계란과 메생이가 가득 들었는데 바다향이 확 나면서 꽤 퀼리티가 높았어요.돈이 아깝지 않을만큼 메생이도 잔뜩 들어있었구요. 화심 순두부는 맛있긴 한데 예전이랑은 그 맛이 조금 달라진것 같아요. 예전엔 순두부가 아니라 좀더 거친느낌의 두부를 으깬 식감이여서 그 점이 마음에 들었었거든요. $e$음식점을 나갈때 문 앞에 비지가 여러봉지 쌓여 있는데 그건 원하시는 만큼 들고가실수 있고 커피머신도 있어요. 음식점이 좀 외진곳에 있긴 하지만 바로 옆에 꽤 큰 절과 산이 있어서 등산객들이나 절을 방문하눈 사람들이 많이 오시는것 같아요.$e$메생이 순두부 추천!!	2017-01-02 20:56:36
대전시 유성구 대정동 311-1	한알천		보경	맛있다	메밀국수랑 보쌈세트 시켜먹었었는데 너무 맛있었어요$e$비빔국수에 보쌈을 싸서 먹었는데 진짜 황홀한 맛이..ㅎㅎ$e$메밀전도 맛있고 다 맛있었어요 그때 많이 배고픈 것도 있었지만..ㅋㅋㅋㅋ 온 가족이 다 만족했어요!!$e$기회된다면 또또또 가고싶네요ㅎㅎㅎ	2015-06-30 21:45:57
대전시 유성구 대정동 311-1	한알천		김희진	맛있다	정말 맛잇고 깔끔하고 계속생각나는 식당 ㅋ	2015-04-11 22:18:43
대전시 유성구 교촌동 626-3	오리사랑		진	괜찮다		2014-08-05 20:14:39
대전시 유성구 원내동 92-1	신대산식당		파란돼지	괜찮다		2015-06-24 18:02:49
대전시 유성구 원내동 86-1	스윗스토리		박지원	괜찮다	아메리카노 3500 + 브라우니 3500$e$대전만 오면 나무늘보마냥 누워있느라 바쁜데 간만에 나갔다. 아이스 아메리카노가 너무 먹고싶었다. 요새(?) 우후죽순으로 생겨나는 카페들 중에서도 나름 원조격인 스윗스토리! 내가 고등학생일 때 생김 ㅋㅋㅋ$e$사실 제대로 가본건 이번이 처음. 허니브레드가 먹고싶었는데 안된다고. 조각케익류도 다 안됨 뭐얔ㅋㅋ 그나마 된다는 브라우니 먹음. 프레즐은 4천원인데 비싼거 같아서 ... $e$커피는 양많고 맛은 쏘쏘하다. 브라우니는 아이스크림 올려져서 나오는데 바닐라 아이스크림 맛있쪙. 꾸덕한 맛은 좀 떨어지지만 브라우니도 괜춘. 되게 작아보이는데 생각보다 안작다. 먹고 있으니까 베이커리류 안되는게 많아서 죄송하다고 사장님께서 시리얼 주셨다 ㅋㅋㅋ $e$좀 어둑어둑한거랑 멜론 top100 틀으신것 같은 노래 선정빼고는 좋다. 책 읽으러간건데 시그널이 날 방해해섴ㅋㅋㅋ	2017-06-20 19:57:35
대전시 유성구 원내동 228-13	뿅떡		eksk@.@	맛있다	애들이 맛있대서 배달을 해볼까 포장해서 먹어볼까하다가 배부른데도 포장을해가지고 집에서 밥먹은뒤 또먹어봤어요 매운맛 순한맛 먹어봤는데 맛은 약간 신전떡볶이맛인데 좀더 달달해서 저는 더맛있었고요 신전매운맛보다는 조금 덜 매운것같고 엽떡이랑 비슷할거같아요 매운정도는 후추가 많이들어가서 맛있네요 매콤달콤 워낙 매운걸 잘먹어서 전 좋아요 집앞에생기면 맨날갈거같아욬ㅋㅋㅋㅋㅋ지방에서찾아가서먹을정도는 아니고 그냥뭐 맛있는 매운떡볶이집이네요 근처에살면 자주갈듯	2015-10-09 23:14:31
대전시 유성구 방동 445-2	다솜차반		요롤로잉	맛있다	오리훈제 정식과 보리굴비 정식$e$녹찻물에 보리굴비는 처음이였어요$e$생각보다 굴비가 조금 짰어요. 녹찻물이 필수조건! 오리는 양이 적은게 아쉬웠어요. 가격이 조금 있는 편이라서. 그렇지만 배터지게 먹었어요. 모든 메뉴를 다 먹으면 양이 무지 많은편. 음식이 코스처럼 나와요. 처음 밑반찬 나오고. 오리나오고. 식사준비해드릴게요 하시면 굴비랑 단호박밥. 굴비는 일반밥이고 오리는 단호박 밥이예요. 후식으로 나온 호박식혜가 일품이었어요. 따로판매도 하는데 아주 탐나더라고요	2017-03-28 16:10:44
대전시 유성구 방동 318	전라도돌솥한정식		요롤로잉	맛있다	외진곳인것 같지만 식당들이 몰려있는곳이예요$e$대전 가면 좀 멀지만 이런곳으로 드라이브겸 나들이겸 밥먹으러 오는데$e$이번에 들른  음식점은 이제 맛있어서 또 올것 같아요!!$e$갈치조림 되게 좋아하는데~ 집에서 엄마가 해주시는거랑 제주에서 바다보며 먹는거 말고는 항상 기대이하라 아쉬운적이 많았어요!!$e$그런데 여긴 정말 추천이용~~$e$2인부터 주문가능한데 2인 시키니까 갈치한마리가 4도막으로 나왔어요. 살도 통통하고 조리도 딱 알맞게 되서 좋았어요. 너무 익히지 않았고. 미리 만들어 놓은 후에 그냥 데워만 주는것 같지도 않았어요ㅎㅎ$e$맵기보다는 살짝 달달한 맛이었고 감자는 없고 무랑 양파가 있어요. 진짜 맛있어서 제가 3도막ㅋㅋㅋㅋㅋ$e$제는 게장보다 갈치조림이 더 좋았는데$e$동생은 간장게장이 더 맛있었나봐요~$e$간장게장 중에 살이 얼어서 딱딱하거나, 껍질이 너무 딱딱해서 그냥 츄압~쪽쪽~쏙 먹지 못하고 가위를  써야만 하는 집이 있는데 살이 진짜 녹아서 그럴 필요없어요. 살살 녹는 게살ㅎㅎ$e$게딱지는 엄마랑 동생이~2인분에 2마리였어요$e$프로해산물편식러 아빠는 게랑 갈치 안드시고 그냥 국물에 밥 쓱쓱 비벼드셨어요$e$그래도 밑반찬이 좋아서 괜찮았어요$e$메밀전병 잡채 떡갈비 달걀찜....사실 갈치 먹느라 정신없어서 밑반찬은 거의 생각나지 않네요ㅋㅋㅋㅋ$e$예약 하고 가기 이미 밑반찬이 다 준비되어있어서 좋았고 일하시는 분들이 서비스 마인드가 친절했습니다 (계란찜 추가는 천원입니다)$e$개인적으로 간장게장보단 갈치조림입니다ㅎㅎ$e$갈치는 중국산이라는게 함정!	2017-06-28 16:07:26
