Member ID,Restaurant ID,Restaurant Latitude,Restaurant Longitude,Restaurant Name
23618,188202,36.363088399999995,127.35773929999999,베리신주쿠
23618,37403,36.40061395,127.39731711,챠오
23618,191380,36.33227921,127.45598602,피스앤피스
23618,16879,36.36233529999999,127.3481922,동해원
23618,190023,36.36198044,127.35166931,충만치킨
46495,37364,36.35941773,127.34452796,스바라시라멘
46495,37640,36.426086600000005,127.3912156,스바라시라멘
46495,194071,36.3631667,127.3575179,동해참치
46495,252056,36.3526428,127.3465321,부연부
46495,37479,36.3579734,127.3387543,스시안
49511,37479,36.3579734,127.3387543,스시안
49511,16879,36.36233529999999,127.3481922,동해원
49511,37364,36.35941773,127.34452796,스바라시라멘
49511,248875,36.413244,127.404972,시타라
49511,37640,36.426086600000005,127.3912156,스바라시라멘
136675,16879,36.36233529999999,127.3481922,동해원
136675,37640,36.426086600000005,127.3912156,스바라시라멘
136675,37479,36.3579734,127.3387543,스시안
136675,248875,36.413244,127.404972,시타라
136675,16879,36.36233529999999,127.3481922,동해원
202502,188202,36.363088399999995,127.35773929999999,베리신주쿠
202502,37403,36.40061395,127.39731711,챠오
202502,191380,36.33227921,127.45598602,피스앤피스
202502,16879,36.36233529999999,127.3481922,동해원
202502,190023,36.36198044,127.35166931,충만치킨
456341,248875,36.413244,127.404972,시타라
456341,252056,36.3526428,127.3465321,부연부
456341,37479,36.3579734,127.3387543,스시안
456341,37364,36.35941773,127.34452796,스바라시라멘
456341,37640,36.426086600000005,127.3912156,스바라시라멘
512704,35606,36.3592648,127.4265946,오문창순대국밥
512704,36618,36.3548699,127.37780719999999,플레져
512704,37393,36.36048889,127.34056854,이비가짬뽕
512704,236188,36.350979200000005,127.38862759999998,리골레토시카고피자
512704,282381,36.351372399999995,127.3775362,르브레드랩
533317,37640,36.426086600000005,127.3912156,스바라시라멘
533317,16879,36.36233529999999,127.3481922,동해원
533317,194071,36.3631667,127.3575179,동해참치
533317,37364,36.35941773,127.34452796,스바라시라멘
533317,16879,36.36233529999999,127.3481922,동해원
699254,188670,36.3537403,127.3772697,설해돈
699254,187321,36.328829799999994,127.4249993,자연별곡
699254,190023,36.36198044,127.35166931,충만치킨
699254,188235,36.3518803,127.37572990000001,모모가든
699254,194227,36.397746500000004,127.40247749999999,알근이떡볶이
