Member ID,Restaurant ID,Restaurant Latitude,Restaurant Longitude,Restaurant Name
3187,284411,36.3505544,127.3769908,미즈컨테이너
3187,36728,36.3694773,127.38144720000001,만년애한우
3187,165305,36.36285782,127.34916687,상하이양꼬치
3187,193024,36.327543299999995,127.4268212,성심당케익부띠끄
3187,188235,36.3518803,127.37572990000001,모모가든
17711,16860,36.365420799999995,127.3799885,스시호산
17711,37119,36.3544901,127.38060390000001,보끄미
17711,36658,36.3657745,127.3819936,일등석갈비
17711,190459,36.37235954,127.34042181,카페희스밀
17711,35607,36.35564804,127.42814636,레시피제과
17916,165408,36.3848226,127.37705530000001,코너스톤에이치
17916,37004,36.3507216,127.3816996,모두자리
17916,16878,36.3628948,127.3512433,더초콜릿
17916,236941,36.34727958,127.34114587,기린더매운갈비찜
17916,16882,36.36561678,127.33602902,바질리코
24189,219556,36.340939500000005,127.38927920000002,성심당
24189,37716,36.347361600000006,127.2919388,다미원
24189,36658,36.3657745,127.3819936,일등석갈비
24189,165408,36.3848226,127.37705530000001,코너스톤에이치
24189,37045,36.3494126,127.37680320000001,스시히로바
24265,16886,36.4160343,127.3841797,산골묵집
24265,36658,36.3657745,127.3819936,일등석갈비
24265,37358,36.35575481,127.33713639,제이부페
24265,219556,36.340939500000005,127.38927920000002,성심당
24265,37616,36.42486191,127.38945770000001,봉추찜닭
26788,35607,36.35564804,127.42814636,레시피제과
26788,37004,36.3507216,127.3816996,모두자리
26788,37716,36.347361600000006,127.2919388,다미원
26788,194221,36.355577600000004,127.38078229999999,매드포갈릭
26788,236941,36.34727958,127.34114587,기린더매운갈비찜
47328,16854,36.34996760000001,127.388276,대선칼국수
47328,186044,36.3519295,127.3890243,빨봉분식
47328,186015,36.3532937,127.3879396,칼국수를만드는사람들
47328,36823,36.348113899999994,127.37815259999998,마마러브파이
47328,36639,36.3461044,127.38887679999999,미세노센세
54011,16854,36.34996760000001,127.388276,대선칼국수
54011,189504,36.34614563,127.38542938,더브리티쉬팬트리
54011,194221,36.355577600000004,127.38078229999999,매드포갈릭
54011,37358,36.35575481,127.33713639,제이부페
54011,218251,36.354486,127.34433229999999,어선재
111273,16886,36.4160343,127.3841797,산골묵집
111273,36658,36.3657745,127.3819936,일등석갈비
111273,37358,36.35575481,127.33713639,제이부페
111273,219556,36.340939500000005,127.38927920000002,성심당
111273,37616,36.42486191,127.38945770000001,봉추찜닭
113840,284411,36.3505544,127.3769908,미즈컨테이너
113840,36728,36.3694773,127.38144720000001,만년애한우
113840,165305,36.36285782,127.34916687,상하이양꼬치
113840,193024,36.327543299999995,127.4268212,성심당케익부띠끄
113840,188235,36.3518803,127.37572990000001,모모가든
145360,16886,36.4160343,127.3841797,산골묵집
145360,36658,36.3657745,127.3819936,일등석갈비
145360,37358,36.35575481,127.33713639,제이부페
145360,219556,36.340939500000005,127.38927920000002,성심당
145360,37616,36.42486191,127.38945770000001,봉추찜닭
189795,16886,36.4160343,127.3841797,산골묵집
189795,37358,36.35575481,127.33713639,제이부페
189795,36658,36.3657745,127.3819936,일등석갈비
189795,37616,36.42486191,127.38945770000001,봉추찜닭
189795,219556,36.340939500000005,127.38927920000002,성심당
240081,16860,36.365420799999995,127.3799885,스시호산
240081,37119,36.3544901,127.38060390000001,보끄미
240081,36658,36.3657745,127.3819936,일등석갈비
240081,190459,36.37235954,127.34042181,카페희스밀
240081,35607,36.35564804,127.42814636,레시피제과
294426,219556,36.340939500000005,127.38927920000002,성심당
294426,37716,36.347361600000006,127.2919388,다미원
294426,36658,36.3657745,127.3819936,일등석갈비
294426,165408,36.3848226,127.37705530000001,코너스톤에이치
294426,37045,36.3494126,127.37680320000001,스시히로바
304926,16854,36.34996760000001,127.388276,대선칼국수
304926,189504,36.34614563,127.38542938,더브리티쉬팬트리
304926,194221,36.355577600000004,127.38078229999999,매드포갈릭
304926,37358,36.35575481,127.33713639,제이부페
304926,218251,36.354486,127.34433229999999,어선재
317917,35607,36.35564804,127.42814636,레시피제과
317917,37004,36.3507216,127.3816996,모두자리
317917,37716,36.347361600000006,127.2919388,다미원
317917,194221,36.355577600000004,127.38078229999999,매드포갈릭
317917,236941,36.34727958,127.34114587,기린더매운갈비찜
379403,35607,36.35564804,127.42814636,레시피제과
379403,37004,36.3507216,127.3816996,모두자리
379403,37716,36.347361600000006,127.2919388,다미원
379403,194221,36.355577600000004,127.38078229999999,매드포갈릭
379403,236941,36.34727958,127.34114587,기린더매운갈비찜
549004,37716,36.347361600000006,127.2919388,다미원
549004,219556,36.340939500000005,127.38927920000002,성심당
549004,35607,36.35564804,127.42814636,레시피제과
549004,165408,36.3848226,127.37705530000001,코너스톤에이치
549004,37358,36.35575481,127.33713639,제이부페
579518,37716,36.347361600000006,127.2919388,다미원
579518,219556,36.340939500000005,127.38927920000002,성심당
579518,35607,36.35564804,127.42814636,레시피제과
579518,165408,36.3848226,127.37705530000001,코너스톤에이치
579518,37358,36.35575481,127.33713639,제이부페
605910,35607,36.35564804,127.42814636,레시피제과
605910,37004,36.3507216,127.3816996,모두자리
605910,37716,36.347361600000006,127.2919388,다미원
605910,194221,36.355577600000004,127.38078229999999,매드포갈릭
605910,236941,36.34727958,127.34114587,기린더매운갈비찜
694380,37716,36.347361600000006,127.2919388,다미원
694380,35607,36.35564804,127.42814636,레시피제과
694380,37358,36.35575481,127.33713639,제이부페
694380,165408,36.3848226,127.37705530000001,코너스톤에이치
694380,37616,36.42486191,127.38945770000001,봉추찜닭
