47875,234
553856,115
71218,72
577319,69
478541,69
507356,52
708415,52
55110,51
480690,50
146244,50
494834,45
161108,44
641116,42
646748,41
48495,41
530546,34
722980,33
694114,31
648211,29
19740,29
54607,27
199425,26
593070,26
49511,25
533317,24
23618,23
202502,22
512704,22
136675,20
456341,20
46495,19
699254,19
10516,18
329090,16
92347,15
542643,15
407456,14
298066,14
27915,14
180342,14
55771,14
567494,14
440510,13
28814,13
389393,13
184921,13
25988,13
240081,12
47328,12
694380,12
145360,12
189795,11
54011,11
3187,11
113840,11
26788,10
605910,10
579518,10
17711,10
549004,10
317917,10
379403,10
294426,10
24189,10
17916,10
111273,10
304926,10
24265,10
493878,9
9388,9
397323,9
752906,9
50267,9
29768,9
479659,9
148682,9
455330,9
744800,8
5086,8
43205,8
698073,8
470616,8
9354,8
54384,8
509337,8
183154,8
22971,8
8184,8
518224,8
14498,7
470946,7
384561,7
147256,7
58179,7
198118,7
587395,7
615460,7
581183,7
187278,7
322577,7
366432,7
54264,7
37620,6
599591,6
736868,6
54793,6
162501,6
96504,6
21685,6
724912,6
688272,6
47750,6
744087,6
7872,6
470218,6
629275,6
624547,6
47540,6
663375,6
17805,5
468256,5
675885,5
496463,5
740608,5
457236,5
303451,5
242195,5
760465,5
222444,5
803594,5
27285,5
218199,5
609341,5
27272,5
423121,5
47958,5
519957,5
802034,5
6303,5
450180,5
71232,5
392778,5
27565,5
18385,5
434101,4
215290,4
460278,4
611890,4
630552,4
16282,4
652466,4
27770,4
197683,4
795564,4
763275,4
721563,4
579788,4
18394,4
361632,4
733867,4
632190,4
528080,4
47602,4
630492,4
41516,4
589630,4
17870,4
462227,4
496541,4
754881,4
179982,4
725800,4
514446,4
656311,4
470602,4
376190,4
202219,4
375748,4
22570,4
603679,4
58596,4
26043,4
593911,4
648304,4
631813,4
27397,4
400687,4
27355,4
45482,3
114139,3
664049,3
652055,3
645928,3
23202,3
505975,3
37689,3
560777,3
791566,3
454418,3
31126,3
19254,3
24979,3
22104,3
27026,3
85238,3
347731,3
54407,3
65366,3
725763,3
457645,3
15040,3
757462,3
514792,3
516849,3
37251,3
32309,3
27612,3
727676,3
182896,3
266076,3
71721,3
456450,3
49918,3
32525,3
558448,3
516884,3
42644,3
23537,3
54992,3
764855,3
557471,3
518530,3
528719,3
172281,3
660750,3
52571,3
520622,3
725212,3
398645,3
683490,3
78103,3
593193,3
21980,3
18594,3
601333,3
785961,3
570522,3
607568,3
503366,3
60774,3
14669,3
765292,3
772050,3
76013,3
54533,3
486660,3
316943,3
18248,3
471105,3
533784,3
591822,3
17665,3
23828,3
23938,3
454813,3
780230,3
57401,3
60623,3
27539,2
724083,2
69591,2
90261,2
13998,2
448861,2
68821,2
19806,2
39602,2
444518,2
259634,2
170841,2
811830,2
685670,2
582473,2
666431,2
27462,2
89713,2
337972,2
224895,2
402250,2
326499,2
60645,2
29964,2
17177,2
194179,2
71720,2
303377,2
17280,2
24125,2
35604,2
611558,2
503481,2
32465,2
9428,2
565921,2
719895,2
658825,2
46474,2
18926,2
18912,2
192987,2
75148,2
513834,2
813306,2
603190,2
541800,2
28221,2
47454,2
513838,2
650697,2
687397,2
24999,2
50272,2
727402,2
44109,2
269741,2
674269,2
208779,2
359,2
413427,2
635537,2
520301,2
451658,2
22036,2
70588,2
58312,2
40107,2
519903,2
42910,2
607994,2
723963,2
656984,2
768981,2
25968,2
264090,2
54286,2
992,2
662501,2
728857,2
116632,2
446023,2
593503,2
56766,2
489323,2
684622,2
46525,2
475819,2
677963,2
504112,2
670007,2
634746,2
53562,2
479802,2
456777,2
178053,2
92477,2
412958,2
373737,2
90456,2
442820,2
637621,2
641467,2
145509,2
36618,2
19728,2
585002,2
27597,2
351536,2
155782,2
28950,2
43115,2
219729,2
616909,2
26786,2
20038,2
594024,2
28514,2
718321,2
75681,2
11945,2
274924,2
527272,2
21365,2
59925,2
176108,2
51991,2
20502,2
187282,2
26599,2
67235,2
138484,2
252832,2
137543,2
651614,2
532958,2
59431,2
662487,2
16054,2
727383,2
18855,2
465315,2
662486,2
107741,2
57240,2
54981,2
41366,2
550375,2
37208,2
57286,2
747127,2
26605,2
755957,1
579845,1
483554,1
64873,1
626946,1
725234,1
17758,1
8422,1
576867,1
744807,1
179557,1
499946,1
198899,1
718182,1
626015,1
445739,1
731399,1
17686,1
498029,1
567655,1
60066,1
289125,1
464114,1
725348,1
49506,1
316883,1
174824,1
25866,1
567645,1
459100,1
12628,1
687375,1
709879,1
443726,1
29166,1
98612,1
18729,1
25896,1
76071,1
729370,1
626029,1
548141,1
729368,1
56629,1
75074,1
70982,1
808123,1
475400,1
718186,1
717610,1
574830,1
86464,1
24105,1
141266,1
685596,1
28187,1
626197,1
443906,1
695809,1
472568,1
573664,1
200181,1
472562,1
486895,1
19943,1
18513,1
239707,1
223327,1
175661,1
747579,1
189998,1
41018,1
724569,1
16197,1
67377,1
489422,1
740935,1
530455,1
682017,1
466978,1
639012,1
695863,1
491562,1
759350,1
90164,1
489678,1
792633,1
251459,1
34913,1
26723,1
662616,1
101781,1
56915,1
604335,1
632375,1
71869,1
21567,1
514241,1
630982,1
479366,1
618033,1
790738,1
558452,1
534741,1
18647,1
387295,1
365976,1
667045,1
19937,1
486823,1
488924,1
200810,1
503920,1
95698,1
747643,1
616575,1
19903,1
722366,1
514121,1
707791,1
18575,1
472488,1
188566,1
145563,1
409760,1
451986,1
400,1
720095,1
21456,1
668318,1
66941,1
41636,1
19115,1
436911,1
275376,1
725684,1
25518,1
113339,1
707261,1
656068,1
652204,1
19310,1
303824,1
297683,1
105183,1
605093,1
461773,1
506521,1
459433,1
74380,1
516587,1
488018,1
467542,1
29700,1
525312,1
94812,1
119390,1
72691,1
813665,1
467950,1
664550,1
51833,1
676476,1
88705,1
471686,1
617095,1
27275,1
398048,1
492444,1
124126,1
461581,1
19201,1
436263,1
23391,1
553820,1
729946,1
518929,1
33622,1
21268,1
486697,1
291610,1
144631,1
744253,1
76601,1
63068,1
340605,1
43829,1
17190,1
596845,1
795091,1
179099,1
656252,1
76697,1
58264,1
49894,1
408295,1
23447,1
164756,1
465653,1
27531,1
811766,1
70538,1
512760,1
17286,1
766714,1
613119,1
654089,1
731915,1
545548,1
740367,1
111180,1
718179,1
677040,1
529810,1
496808,1
578722,1
496058,1
317883,1
70107,1
620519,1
51423,1
404637,1
324764,1
711100,1
18887,1
442824,1
621011,1
7305,1
78978,1
20129,1
524724,1
593073,1
21058,1
160952,1
577904,1
337110,1
475506,1
18807,1
486357,1
504192,1
653705,1
629969,1
296144,1
45450,1
590222,1
160966,1
759841,1
165066,1
102623,1
386240,1
39323,1
48253,1
676972,1
18917,1
174567,1
31265,1
28906,1
18981,1
21556,1
46130,1
724015,1
724013,1
445479,1
83278,1
508964,1
15393,1
48667,1
761862,1
488480,1
29726,1
93213,1
469567,1
643478,1
64023,1
554044,1
50368,1
683107,1
447586,1
517214,1
27739,1
238680,1
664046,1
515428,1
25676,1
459840,1
530943,1
33284,1
748041,1
7241,1
49674,1
664076,1
508438,1
16608,1
581629,1
400993,1
468221,1
759660,1
730359,1
646384,1
103661,1
457964,1
3306,1
603361,1
88172,1
64718,1
816315,1
818362,1
740530,1
738479,1
42153,1
461990,1
68772,1
601248,1
25759,1
799371,1
11420,1
35990,1
515220,1
727484,1
60558,1
75963,1
17659,1
204038,1
326510,1
734471,1
257406,1
464253,1
58745,1
19832,1
558455,1
748916,1
91505,1
713855,1
32106,1
808999,1
751351,1
466268,1
21847,1
613712,1
744780,1
486881,1
533831,1
398653,1
72677,1
73014,1
730411,1
66857,1
232742,1
23834,1
36110,1
607369,1
21431,1
208000,1
660607,1
15358,1
705521,1
179182,1
488098,1
730349,1
576478,1
668637,1
308183,1
732116,1
97234,1
371664,1
765719,1
400314,1
701363,1
17329,1
7088,1
25517,1
492459,1
547748,1
5021,1
697235,1
117648,1
60296,1
594813,1
26318,1
445440,1
29697,1
54277,1
662600,1
67135,1
173181,1
822392,1
539766,1
384116,1
676969,1
547934,1
91229,1
23640,1
23628,1
709705,1
171078,1
478218,1
52292,1
17469,1
105530,1
56366,1
19492,1
29731,1
56352,1
697369,1
9239,1
193557,1
11280,1
21616,1
486790,1
11662,1
54993,1
489423,1
309067,1
747333,1
667456,1
35813,1
46905,1
724786,1
63281,1
71459,1
560916,1
662544,1
698129,1
34573,1
513797,1
268029,1
50937,1
132855,1
65264,1
204658,1
40682,1
503526,1
124643,1
456417,1
734941,1
454362,1
55127,1
794472,1
22377,1
67517,1
61424,1
792559,1
20462,1
51177,1
735199,1
155614,1
423887,1
57294,1
489421,1
24524,1
489419,1
556982,1
44825,1
257968,1
22447,1
49070,1
567197,1
116081,1
34699,1
593796,1
51063,1
692086,1
472459,1
28530,1
25927,1
680159,1
486812,1
18105,1
460309,1
15878,1
402943,1
22013,1
318966,1
22005,1
554483,1
24050,1
660977,1
649822,1
75219,1
67025,1
732620,1
728522,1
40388,1
60866,1
26049,1
60864,1
486840,1
486832,1
17837,1
486826,1
75173,1
95651,1
490914,1
728598,1
445976,1
